work_order_id,program,part_category,production_cell,priority_level,status,planned_start_date,planned_completion_date,forecast_completion_date,days_behind_schedule,material_available,supplier_delay_days,inspection_hold,quality_hold,rework_hours,defect_count,machine_availability_pct,labor_capacity_pct,estimated_cost_impact
WO-0164,Orion Sensor,Comms Enclosure,Cell B,High,In Progress,2026-04-01,2026-04-11,2026-04-14,3,True,0,False,False,2,0,89.2,65.8,384.7
WO-0165,Atlas Comms,Comms Enclosure,Cell B,Urgent,Ready for Delivery,2026-05-24,2026-06-04,2026-06-04,0,True,0,False,True,2,3,100.0,96.8,2722.94
WO-0166,Falcon Shield,Sensor Housing,Cell D,High,Material Hold,2026-04-25,2026-05-24,2026-05-28,4,True,0,False,False,3,0,77.6,100.0,466.3
WO-0167,Falcon Shield,Power Module,Cell A,High,Material Hold,2026-05-01,2026-05-11,2026-05-11,0,True,0,False,False,1,0,68.7,79.9,121.27
WO-0168,Atlas Comms,Comms Enclosure,Cell C,Medium,Rework,2026-05-14,2026-05-26,2026-06-03,8,True,0,False,True,8,2,76.3,59.7,3525.93
WO-0169,Atlas Comms,Ground Support Bracket,Cell B,High,In Progress,2026-04-02,2026-04-16,2026-04-06,0,False,10,True,False,2,1,89.8,96.7,13706.55
WO-0170,Viper Ground,Comms Enclosure,Cell A,High,In Progress,2026-05-07,2026-06-06,2026-06-29,23,True,0,False,False,1,1,100.0,86.0,899.64
WO-0171,Orion Sensor,Guidance Assembly,Cell E,High,In Progress,2026-05-19,2026-06-17,2026-06-14,0,True,0,True,False,0,2,97.5,90.8,1049.92
WO-0172,Falcon Shield,Flight Control Subassembly,Cell E,High,Rework,2026-04-23,2026-05-22,2026-05-20,0,False,7,False,False,4,1,96.5,86.1,10316.91
WO-0173,Orion Sensor,Ground Support Bracket,Cell D,Medium,In Progress,2026-04-22,2026-05-12,2026-05-11,0,True,0,True,False,9,0,94.7,73.1,1288.26
WO-0174,Viper Ground,Power Module,Cell E,Medium,Rework,2026-05-02,2026-06-05,2026-06-05,0,True,0,True,False,4,0,100.0,92.1,698.98
WO-0175,Horizon ISR,Ground Support Bracket,Cell B,Medium,In Progress,2026-05-02,2026-05-25,2026-05-21,0,True,0,False,False,10,0,100.0,100.0,2175.28
WO-0176,Viper Ground,Guidance Assembly,Cell A,Medium,Ready for Delivery,2026-04-25,2026-05-16,2026-05-24,8,False,3,True,False,5,1,87.5,75.3,5645.58
WO-0177,Orion Sensor,Flight Control Subassembly,Cell D,Medium,Rework,2026-05-10,2026-06-02,2026-06-01,0,True,0,False,False,0,0,83.0,50.6,0.0
WO-0178,Viper Ground,Power Module,Cell D,High,Material Hold,2026-04-14,2026-05-16,2026-05-19,3,True,0,False,False,2,0,87.2,78.0,410.35
WO-0179,Horizon ISR,Flight Control Subassembly,Cell B,High,In Progress,2026-05-12,2026-06-12,2026-06-20,8,False,11,True,False,0,0,91.2,100.0,17488.5
WO-0180,Orion Sensor,Comms Enclosure,Cell B,Medium,Material Hold,2026-04-18,2026-05-04,2026-04-30,0,True,0,False,False,4,1,90.4,90.4,1673.28
WO-0181,Falcon Shield,Flight Control Subassembly,Cell A,Medium,Ready for Delivery,2026-04-15,2026-04-27,2026-04-20,0,True,0,False,False,3,1,99.3,98.0,1252.12
WO-0182,Horizon ISR,Comms Enclosure,Cell D,Low,In Progress,2026-04-29,2026-06-01,2026-05-25,0,True,0,False,False,0,2,69.7,94.7,759.09
WO-0183,Viper Ground,Comms Enclosure,Cell C,Urgent,Rework,2026-05-06,2026-06-01,2026-06-04,3,True,0,False,False,0,3,96.0,81.9,1156.28
WO-0184,Orion Sensor,Guidance Assembly,Cell D,Low,Rework,2026-04-09,2026-04-16,2026-04-16,0,True,0,True,False,0,0,92.0,100.0,0.0
WO-0185,Atlas Comms,Flight Control Subassembly,Cell B,Medium,Inspection,2026-05-12,2026-06-11,2026-06-26,15,False,12,False,True,11,1,100.0,97.2,20330.05
WO-0186,Falcon Shield,Power Module,Cell A,High,In Progress,2026-04-04,2026-04-27,2026-04-26,0,False,12,False,False,0,2,87.2,76.9,22470.92
WO-0187,Atlas Comms,Comms Enclosure,Cell D,Urgent,Inspection,2026-04-18,2026-04-23,2026-05-02,9,True,0,False,False,10,0,99.4,92.6,2290.74
WO-0188,Viper Ground,Comms Enclosure,Cell C,Medium,Ready for Delivery,2026-04-25,2026-05-29,2026-05-31,2,False,4,False,False,6,0,67.1,100.0,4789.88
WO-0189,Viper Ground,Guidance Assembly,Cell A,High,Ready for Delivery,2026-05-16,2026-06-13,2026-06-18,5,True,0,False,False,0,1,91.5,87.0,360.31
WO-0190,Viper Ground,Power Module,Cell E,Medium,In Progress,2026-04-18,2026-05-06,2026-05-03,0,True,0,False,False,1,0,82.1,82.0,256.23
WO-0191,Viper Ground,Flight Control Subassembly,Cell E,Medium,Rework,2026-05-08,2026-06-09,2026-06-19,10,True,0,False,False,0,1,83.0,73.0,572.18
WO-0192,Orion Sensor,Power Module,Cell D,High,Ready for Delivery,2026-05-15,2026-06-12,2026-06-04,0,True,0,True,False,5,0,99.0,78.3,920.9
WO-0193,Atlas Comms,Guidance Assembly,Cell E,Urgent,Rework,2026-04-14,2026-05-03,2026-05-12,9,False,11,False,True,6,4,57.5,100.0,22355.43
WO-0194,Viper Ground,Power Module,Cell E,Medium,Ready for Delivery,2026-04-05,2026-04-28,2026-04-29,1,False,24,False,False,10,0,100.0,69.7,35390.33
WO-0195,Horizon ISR,Sensor Housing,Cell D,Medium,In Progress,2026-05-01,2026-06-03,2026-06-14,11,True,0,False,False,12,1,100.0,73.7,2009.78
WO-0196,Atlas Comms,Sensor Housing,Cell C,High,In Progress,2026-04-12,2026-04-29,2026-05-02,3,True,0,False,False,3,0,63.0,77.8,746.71
WO-0197,Atlas Comms,Comms Enclosure,Cell A,Medium,Rework,2026-04-27,2026-05-26,2026-06-02,7,False,19,False,False,9,1,100.0,73.8,32164.69
WO-0198,Falcon Shield,Power Module,Cell D,Medium,Rework,2026-05-22,2026-06-18,2026-06-10,0,False,11,False,False,6,0,87.5,80.1,11719.84
WO-0199,Falcon Shield,Ground Support Bracket,Cell C,Medium,In Progress,2026-05-20,2026-06-04,2026-06-18,14,True,0,False,False,6,1,70.8,71.2,1634.28
WO-0200,Orion Sensor,Guidance Assembly,Cell A,Medium,Inspection,2026-05-08,2026-06-09,2026-06-21,12,True,0,False,False,7,0,89.9,100.0,1172.97
WO-0201,Horizon ISR,Guidance Assembly,Cell B,Medium,In Progress,2026-04-18,2026-05-18,2026-05-15,0,True,0,False,True,3,3,88.2,89.2,3278.15
WO-0202,Viper Ground,Comms Enclosure,Cell A,Medium,Material Hold,2026-05-23,2026-06-06,2026-06-08,2,True,0,True,False,5,1,85.7,100.0,1820.38
WO-0203,Falcon Shield,Sensor Housing,Cell E,Medium,In Progress,2026-04-02,2026-05-02,2026-05-10,8,False,23,False,False,3,0,87.2,60.1,33581.11
WO-0204,Horizon ISR,Ground Support Bracket,Cell C,Urgent,In Progress,2026-05-13,2026-06-01,2026-06-02,1,True,0,False,False,0,2,79.1,100.0,777.73
WO-0205,Viper Ground,Guidance Assembly,Cell D,Medium,In Progress,2026-04-08,2026-05-09,2026-05-20,11,True,0,False,False,5,3,67.1,94.2,2740.16
WO-0206,Horizon ISR,Flight Control Subassembly,Cell C,Medium,In Progress,2026-05-06,2026-05-25,2026-05-19,0,True,0,False,False,3,0,82.1,91.9,425.54
WO-0207,Viper Ground,Guidance Assembly,Cell A,High,In Progress,2026-04-14,2026-05-10,2026-05-16,6,True,0,False,True,9,3,81.6,89.2,4476.19
WO-0208,Orion Sensor,Guidance Assembly,Cell C,Medium,In Progress,2026-05-13,2026-06-09,2026-06-20,11,True,0,False,False,2,1,96.8,70.7,1472.02
WO-0209,Atlas Comms,Guidance Assembly,Cell E,High,In Progress,2026-04-13,2026-04-22,2026-04-22,0,True,0,True,False,0,0,86.9,78.6,0.0
WO-0210,Horizon ISR,Flight Control Subassembly,Cell B,High,Inspection,2026-05-13,2026-06-05,2026-05-27,0,True,0,True,False,0,2,74.0,56.4,793.71
WO-0211,Viper Ground,Flight Control Subassembly,Cell C,Medium,Rework,2026-05-01,2026-05-14,2026-05-19,5,True,0,True,False,0,1,86.9,91.9,1152.08
WO-0212,Orion Sensor,Guidance Assembly,Cell B,Medium,Rework,2026-04-08,2026-05-10,2026-05-10,0,True,0,False,False,0,2,86.7,48.2,2034.98
WO-0213,Orion Sensor,Flight Control Subassembly,Cell C,Low,Inspection,2026-04-24,2026-05-12,2026-05-10,0,True,0,False,False,0,0,86.6,89.8,0.0
WO-0214,Atlas Comms,Flight Control Subassembly,Cell D,Medium,Rework,2026-04-17,2026-04-24,2026-04-25,1,True,0,False,False,0,0,89.2,78.9,0.0
WO-0215,Viper Ground,Comms Enclosure,Cell E,Medium,In Progress,2026-04-16,2026-05-19,2026-05-13,0,True,0,True,False,0,0,89.7,78.9,0.0
WO-0216,Horizon ISR,Flight Control Subassembly,Cell D,High,In Progress,2026-05-05,2026-05-24,2026-05-17,0,True,0,False,False,2,0,85.9,83.6,354.37
WO-0217,Atlas Comms,Ground Support Bracket,Cell B,Low,Ready for Delivery,2026-05-03,2026-05-20,2026-05-12,0,True,0,True,True,0,1,98.3,90.8,340.77
WO-0218,Horizon ISR,Power Module,Cell A,Low,In Progress,2026-04-12,2026-04-26,2026-04-28,2,True,0,True,False,0,3,88.5,100.0,2696.49
WO-0219,Atlas Comms,Ground Support Bracket,Cell C,Medium,Material Hold,2026-04-06,2026-05-06,2026-04-26,0,True,0,False,False,2,2,100.0,94.9,1088.48
WO-0220,Horizon ISR,Flight Control Subassembly,Cell E,High,Rework,2026-05-18,2026-06-13,2026-06-25,12,True,0,False,False,6,1,79.2,96.1,1844.39
WO-0221,Falcon Shield,Power Module,Cell D,High,Inspection,2026-05-12,2026-06-12,2026-06-08,0,True,0,False,False,8,0,84.2,85.7,991.19
WO-0222,Horizon ISR,Comms Enclosure,Cell A,Medium,Rework,2026-04-01,2026-04-30,2026-05-02,2,True,0,False,True,10,3,90.4,74.8,3929.46
WO-0223,Horizon ISR,Flight Control Subassembly,Cell D,Urgent,Inspection,2026-04-19,2026-05-11,2026-05-02,0,True,0,True,False,4,0,78.4,80.7,863.39
WO-0224,Viper Ground,Power Module,Cell E,Medium,In Progress,2026-05-13,2026-05-19,2026-05-24,5,True,0,False,False,0,0,95.0,59.3,0.0
WO-0225,Horizon ISR,Guidance Assembly,Cell A,Medium,Rework,2026-04-24,2026-05-20,2026-05-18,0,True,0,True,True,0,0,78.5,83.4,0.0
WO-0226,Viper Ground,Comms Enclosure,Cell E,High,In Progress,2026-04-07,2026-05-10,2026-05-05,0,True,0,False,True,13,3,69.1,92.6,5758.38
WO-0227,Atlas Comms,Flight Control Subassembly,Cell B,Medium,Material Hold,2026-04-07,2026-05-01,2026-05-10,9,True,0,False,False,15,2,96.1,100.0,3033.19
WO-0228,Viper Ground,Flight Control Subassembly,Cell D,Medium,Rework,2026-05-15,2026-06-08,2026-06-15,7,False,10,False,True,0,4,100.0,96.5,20067.48
WO-0229,Viper Ground,Guidance Assembly,Cell C,Medium,In Progress,2026-05-15,2026-06-14,2026-06-19,5,True,0,True,False,1,0,86.9,90.7,190.83
WO-0230,Atlas Comms,Comms Enclosure,Cell A,Low,In Progress,2026-04-28,2026-05-15,2026-05-04,0,True,0,False,False,0,1,90.1,93.2,823.56
WO-0231,Atlas Comms,Flight Control Subassembly,Cell A,Medium,In Progress,2026-05-03,2026-05-11,2026-05-07,0,True,0,False,False,5,0,90.6,100.0,978.2
WO-0232,Orion Sensor,Sensor Housing,Cell E,Medium,Material Hold,2026-04-15,2026-04-22,2026-04-22,0,True,0,True,False,0,1,94.1,100.0,1045.79
WO-0233,Atlas Comms,Flight Control Subassembly,Cell E,Medium,Material Hold,2026-04-25,2026-05-22,2026-05-17,0,True,0,False,False,0,1,92.8,79.2,504.02
WO-0234,Orion Sensor,Comms Enclosure,Cell B,High,Inspection,2026-05-22,2026-06-07,2026-06-08,1,False,14,False,False,0,0,82.9,92.6,15112.59
WO-0235,Orion Sensor,Power Module,Cell B,Low,Inspection,2026-05-24,2026-06-24,2026-06-25,1,True,0,False,False,4,0,72.5,90.1,907.67
WO-0236,Horizon ISR,Power Module,Cell E,High,Inspection,2026-05-16,2026-05-23,2026-05-21,0,True,0,True,False,0,0,52.8,100.0,0.0
WO-0237,Orion Sensor,Comms Enclosure,Cell A,Low,In Progress,2026-04-02,2026-04-22,2026-04-19,0,True,0,False,False,0,0,56.2,100.0,0.0
WO-0238,Viper Ground,Comms Enclosure,Cell A,Low,Ready for Delivery,2026-05-17,2026-06-04,2026-05-31,0,False,17,False,True,0,1,99.6,69.1,21038.85
WO-0239,Falcon Shield,Power Module,Cell C,Urgent,In Progress,2026-05-17,2026-05-24,2026-05-25,1,False,9,False,False,4,1,95.4,100.0,16644.99
WO-0240,Atlas Comms,Comms Enclosure,Cell C,Low,In Progress,2026-05-15,2026-06-02,2026-05-31,0,True,0,False,False,4,0,94.0,78.5,715.21
WO-0241,Horizon ISR,Guidance Assembly,Cell A,Medium,In Progress,2026-05-06,2026-06-05,2026-06-08,3,True,0,False,False,5,3,80.0,87.5,3072.19
WO-0242,Orion Sensor,Comms Enclosure,Cell C,Medium,Material Hold,2026-04-22,2026-05-07,2026-05-13,6,False,20,False,False,10,1,100.0,67.0,33215.51
WO-0243,Horizon ISR,Power Module,Cell B,Urgent,In Progress,2026-05-14,2026-06-12,2026-06-17,5,True,0,False,True,10,2,81.6,64.0,3008.86
WO-0244,Orion Sensor,Ground Support Bracket,Cell C,High,Material Hold,2026-05-04,2026-05-09,2026-05-11,2,True,0,False,False,0,0,87.5,86.7,0.0
WO-0245,Orion Sensor,Sensor Housing,Cell A,Medium,In Progress,2026-05-23,2026-06-15,2026-06-11,0,True,0,False,False,0,1,74.5,57.7,459.59
WO-0246,Falcon Shield,Power Module,Cell A,Low,In Progress,2026-05-21,2026-06-23,2026-07-03,10,False,6,False,False,7,3,100.0,92.9,8526.18
WO-0247,Orion Sensor,Comms Enclosure,Cell D,Low,In Progress,2026-05-06,2026-06-08,2026-05-28,0,False,11,False,False,0,3,71.8,80.2,20408.19
WO-0248,Falcon Shield,Comms Enclosure,Cell A,Medium,Rework,2026-04-24,2026-05-11,2026-05-25,14,True,0,False,False,0,1,80.2,71.8,1129.36
WO-0249,Horizon ISR,Ground Support Bracket,Cell C,High,In Progress,2026-04-13,2026-05-04,2026-05-13,9,True,0,False,False,8,0,97.6,77.6,1503.92
WO-0250,Atlas Comms,Power Module,Cell D,Medium,Rework,2026-04-05,2026-05-03,2026-05-02,0,True,0,False,False,1,0,83.3,83.6,182.36
WO-0251,Orion Sensor,Ground Support Bracket,Cell A,Medium,Material Hold,2026-04-06,2026-04-19,2026-04-20,1,True,0,False,False,2,2,71.2,100.0,2371.46
WO-0252,Atlas Comms,Sensor Housing,Cell D,Medium,Material Hold,2026-05-10,2026-06-10,2026-06-05,0,False,5,False,True,17,4,93.7,99.1,11854.49
WO-0253,Horizon ISR,Guidance Assembly,Cell C,Medium,In Progress,2026-05-16,2026-06-02,2026-06-09,7,True,0,True,True,2,2,93.1,86.6,2547.23
WO-0254,Horizon ISR,Sensor Housing,Cell A,Urgent,Inspection,2026-04-13,2026-05-12,2026-05-03,0,True,0,False,False,10,0,94.0,100.0,1559.31
WO-0255,Viper Ground,Comms Enclosure,Cell E,Medium,In Progress,2026-04-19,2026-05-09,2026-05-17,8,True,0,False,True,0,4,96.3,100.0,3740.03
WO-0256,Orion Sensor,Flight Control Subassembly,Cell C,Low,Inspection,2026-05-01,2026-05-06,2026-05-03,0,True,0,False,False,3,1,86.7,79.6,1401.75
WO-0257,Orion Sensor,Power Module,Cell C,Low,Ready for Delivery,2026-04-03,2026-04-10,2026-04-07,0,True,0,False,False,7,1,85.1,98.8,2274.88
WO-0258,Falcon Shield,Flight Control Subassembly,Cell C,High,In Progress,2026-04-26,2026-05-06,2026-05-07,1,True,0,False,True,0,5,80.6,68.5,5972.03
WO-0259,Atlas Comms,Guidance Assembly,Cell A,High,Ready for Delivery,2026-05-13,2026-05-19,2026-05-21,2,True,0,False,False,8,1,85.6,89.1,2963.09
WO-0260,Viper Ground,Guidance Assembly,Cell E,Medium,Rework,2026-05-22,2026-06-02,2026-06-10,8,False,16,False,False,2,0,77.3,93.2,22111.17
WO-0261,Horizon ISR,Sensor Housing,Cell C,High,In Progress,2026-04-05,2026-04-22,2026-04-19,0,False,3,True,False,0,0,94.7,84.1,4761.49
WO-0262,Atlas Comms,Sensor Housing,Cell C,High,Material Hold,2026-05-03,2026-05-08,2026-05-10,2,False,9,False,False,6,2,94.5,89.0,14860.62
WO-0263,Orion Sensor,Guidance Assembly,Cell C,Low,Material Hold,2026-05-10,2026-05-29,2026-06-04,6,True,0,False,False,6,0,92.0,53.2,1066.39
WO-0264,Horizon ISR,Sensor Housing,Cell E,High,Inspection,2026-05-12,2026-06-06,2026-06-02,0,True,0,False,True,5,2,75.3,85.4,2678.88
WO-0265,Atlas Comms,Sensor Housing,Cell D,Medium,Material Hold,2026-04-17,2026-05-01,2026-04-25,0,True,0,False,False,0,1,95.4,100.0,504.28
WO-0266,Viper Ground,Comms Enclosure,Cell E,High,In Progress,2026-05-15,2026-06-16,2026-06-24,8,True,0,False,False,4,0,80.8,61.5,925.93
WO-0267,Falcon Shield,Sensor Housing,Cell A,Medium,In Progress,2026-05-05,2026-05-25,2026-05-24,0,True,0,False,False,1,1,100.0,76.5,972.59
WO-0268,Horizon ISR,Guidance Assembly,Cell D,High,Rework,2026-05-21,2026-05-29,2026-05-24,0,False,14,False,False,0,1,100.0,100.0,13899.82
WO-0269,Atlas Comms,Power Module,Cell D,Urgent,In Progress,2026-05-15,2026-05-22,2026-06-05,14,False,16,False,False,1,1,81.1,88.8,20192.72
WO-0270,Atlas Comms,Flight Control Subassembly,Cell B,High,Inspection,2026-05-17,2026-05-28,2026-05-27,0,True,0,True,False,3,0,100.0,94.0,377.43
WO-0271,Falcon Shield,Comms Enclosure,Cell B,High,Ready for Delivery,2026-04-13,2026-05-10,2026-05-13,3,True,0,False,True,6,2,80.7,91.1,2143.18
WO-0272,Viper Ground,Ground Support Bracket,Cell B,Medium,Material Hold,2026-04-16,2026-04-30,2026-04-23,0,True,0,False,False,3,0,100.0,70.3,442.97
WO-0273,Orion Sensor,Flight Control Subassembly,Cell A,High,In Progress,2026-05-23,2026-06-14,2026-06-18,4,True,0,False,False,0,1,63.2,86.4,1128.48
WO-0274,Falcon Shield,Comms Enclosure,Cell B,Low,Inspection,2026-05-20,2026-06-03,2026-05-27,0,True,0,False,False,8,1,100.0,84.2,1617.76
WO-0275,Viper Ground,Ground Support Bracket,Cell B,Medium,Ready for Delivery,2026-04-10,2026-05-07,2026-05-07,0,False,20,True,False,0,0,100.0,90.5,29768.16
WO-0276,Orion Sensor,Ground Support Bracket,Cell A,Medium,Ready for Delivery,2026-04-01,2026-05-01,2026-05-06,5,True,0,False,False,15,0,74.3,100.0,2156.49
WO-0277,Orion Sensor,Ground Support Bracket,Cell B,High,In Progress,2026-04-04,2026-05-04,2026-04-24,0,True,0,False,False,3,0,76.7,86.5,518.33
WO-0278,Viper Ground,Power Module,Cell D,High,Inspection,2026-04-22,2026-05-04,2026-05-10,6,True,0,False,False,5,0,76.3,99.1,933.43
WO-0279,Viper Ground,Sensor Housing,Cell E,Medium,In Progress,2026-04-10,2026-04-26,2026-04-24,0,True,0,False,False,2,1,84.5,80.9,576.87
WO-0280,Falcon Shield,Ground Support Bracket,Cell C,Medium,Rework,2026-04-08,2026-04-24,2026-05-06,12,True,0,True,False,0,1,85.2,67.4,865.65
WO-0281,Orion Sensor,Power Module,Cell C,High,Material Hold,2026-05-07,2026-05-26,2026-05-26,0,True,0,False,False,0,1,100.0,98.4,1082.58
WO-0282,Orion Sensor,Guidance Assembly,Cell D,High,In Progress,2026-05-03,2026-05-16,2026-05-15,0,True,0,False,False,14,1,77.4,66.1,4196.01
WO-0283,Viper Ground,Flight Control Subassembly,Cell D,High,Material Hold,2026-04-06,2026-05-03,2026-05-03,0,True,0,False,False,2,1,98.7,86.1,1193.22
WO-0284,Viper Ground,Comms Enclosure,Cell C,Medium,In Progress,2026-05-19,2026-06-17,2026-06-22,5,True,0,True,True,7,3,81.5,99.0,3297.77
WO-0285,Horizon ISR,Flight Control Subassembly,Cell E,Low,In Progress,2026-05-13,2026-06-07,2026-06-11,4,True,0,False,False,1,1,100.0,81.2,774.51
WO-0286,Orion Sensor,Power Module,Cell E,Urgent,In Progress,2026-04-30,2026-05-24,2026-05-16,0,True,0,False,True,15,2,92.7,89.7,5872.67
WO-0287,Falcon Shield,Power Module,Cell A,Medium,Inspection,2026-05-15,2026-06-11,2026-06-12,1,False,7,True,False,0,0,76.2,72.4,12592.4
WO-0288,Orion Sensor,Sensor Housing,Cell C,Medium,In Progress,2026-05-24,2026-06-17,2026-06-14,0,True,0,False,False,0,1,97.6,60.0,382.19
WO-0289,Viper Ground,Comms Enclosure,Cell E,Medium,Inspection,2026-05-16,2026-05-22,2026-06-04,13,True,0,False,False,0,0,100.0,100.0,0.0
WO-0290,Horizon ISR,Power Module,Cell C,Medium,Rework,2026-04-13,2026-04-22,2026-04-24,2,True,0,False,False,2,0,83.2,70.2,458.9
WO-0291,Orion Sensor,Comms Enclosure,Cell B,Low,In Progress,2026-03-31,2026-04-25,2026-04-26,1,True,0,True,False,0,3,53.1,94.3,2474.39
WO-0292,Viper Ground,Ground Support Bracket,Cell D,High,In Progress,2026-04-08,2026-05-09,2026-05-06,0,True,0,False,False,3,0,98.6,92.9,427.47
WO-0293,Horizon ISR,Sensor Housing,Cell C,Medium,Rework,2026-04-06,2026-05-05,2026-05-06,1,False,17,False,False,9,1,97.3,70.5,18945.79
WO-0294,Horizon ISR,Sensor Housing,Cell A,Medium,In Progress,2026-04-13,2026-04-23,2026-04-23,0,True,0,True,False,8,1,100.0,64.6,1719.59
WO-0295,Falcon Shield,Sensor Housing,Cell A,High,In Progress,2026-04-23,2026-05-03,2026-04-30,0,True,0,False,False,5,2,100.0,86.5,1528.61
WO-0296,Atlas Comms,Power Module,Cell E,Medium,Material Hold,2026-04-27,2026-05-12,2026-05-12,0,True,0,False,False,7,1,89.9,73.1,2074.95
WO-0297,Viper Ground,Guidance Assembly,Cell E,Urgent,Material Hold,2026-05-22,2026-06-19,2026-07-02,13,True,0,True,False,3,0,92.9,83.3,382.14
WO-0298,Atlas Comms,Sensor Housing,Cell B,Medium,Ready for Delivery,2026-04-26,2026-05-14,2026-05-19,5,False,17,False,False,4,1,100.0,99.8,17037.09
WO-0299,Orion Sensor,Ground Support Bracket,Cell C,Medium,Inspection,2026-04-22,2026-04-27,2026-04-29,2,True,0,False,False,0,0,93.0,82.7,0.0
WO-0300,Atlas Comms,Ground Support Bracket,Cell D,High,Ready for Delivery,2026-05-16,2026-06-10,2026-06-09,0,False,23,False,False,0,0,91.9,78.5,33929.53
WO-0301,Atlas Comms,Sensor Housing,Cell B,Low,Inspection,2026-04-10,2026-05-11,2026-05-09,0,True,0,True,True,0,2,97.0,91.0,1659.06
WO-0302,Horizon ISR,Flight Control Subassembly,Cell C,Low,In Progress,2026-04-09,2026-04-18,2026-04-18,0,False,12,False,False,7,4,85.6,93.5,20901.3
WO-0303,Viper Ground,Sensor Housing,Cell B,Medium,Inspection,2026-04-02,2026-04-26,2026-04-26,0,False,8,False,False,3,1,79.2,57.7,9978.19
WO-0304,Falcon Shield,Guidance Assembly,Cell A,Medium,Ready for Delivery,2026-04-14,2026-05-18,2026-05-22,4,True,0,False,False,9,1,89.5,77.2,2839.24
WO-0305,Falcon Shield,Sensor Housing,Cell B,Medium,In Progress,2026-04-12,2026-05-12,2026-05-02,0,False,10,False,False,0,0,81.0,69.8,10168.71
WO-0306,Atlas Comms,Flight Control Subassembly,Cell C,Medium,Material Hold,2026-04-02,2026-04-12,2026-04-26,14,False,20,False,True,12,2,95.7,92.3,38383.26
WO-0307,Atlas Comms,Comms Enclosure,Cell C,Urgent,In Progress,2026-05-14,2026-06-13,2026-06-12,0,False,6,False,False,1,0,73.2,95.5,9293.63
WO-0308,Falcon Shield,Guidance Assembly,Cell B,Medium,In Progress,2026-04-10,2026-05-02,2026-04-22,0,False,3,True,False,0,2,87.4,92.8,3975.85
WO-0309,Horizon ISR,Flight Control Subassembly,Cell B,Medium,Ready for Delivery,2026-05-20,2026-06-15,2026-06-27,12,False,6,True,False,0,1,82.1,100.0,9922.33
WO-0310,Viper Ground,Ground Support Bracket,Cell D,Medium,Rework,2026-04-30,2026-05-23,2026-05-27,4,True,0,False,False,0,1,74.9,97.1,644.55
WO-0311,Atlas Comms,Flight Control Subassembly,Cell C,Medium,Inspection,2026-05-11,2026-05-25,2026-05-30,5,True,0,False,False,0,2,72.0,70.7,2216.66
WO-0312,Horizon ISR,Ground Support Bracket,Cell A,Low,Material Hold,2026-05-07,2026-05-24,2026-05-30,6,True,0,True,False,2,1,86.2,75.5,1322.76
WO-0313,Viper Ground,Comms Enclosure,Cell B,Medium,In Progress,2026-04-02,2026-05-06,2026-05-11,5,True,0,False,True,2,3,70.5,60.6,1532.97
WO-0314,Orion Sensor,Sensor Housing,Cell B,Low,In Progress,2026-04-04,2026-05-04,2026-05-06,2,False,4,False,True,2,5,94.5,55.6,11366.18
WO-0315,Orion Sensor,Power Module,Cell C,Medium,In Progress,2026-05-15,2026-05-31,2026-05-30,0,True,0,False,False,4,3,73.0,86.3,1483.84
WO-0316,Horizon ISR,Comms Enclosure,Cell A,High,In Progress,2026-05-08,2026-06-09,2026-06-07,0,True,0,False,False,10,0,71.7,91.8,2361.92
WO-0317,Orion Sensor,Comms Enclosure,Cell C,High,Ready for Delivery,2026-04-17,2026-05-09,2026-05-10,1,True,0,True,False,11,0,97.5,100.0,1705.52
WO-0318,Falcon Shield,Comms Enclosure,Cell D,High,In Progress,2026-05-17,2026-05-28,2026-05-20,0,True,0,True,False,1,1,84.1,84.9,906.95
WO-0319,Orion Sensor,Guidance Assembly,Cell C,Medium,In Progress,2026-04-29,2026-05-07,2026-05-12,5,True,0,False,True,11,4,73.9,75.0,4433.24
WO-0320,Horizon ISR,Power Module,Cell B,Low,Inspection,2026-05-01,2026-05-24,2026-05-31,7,True,0,True,False,4,1,82.2,87.7,1940.89
WO-0321,Orion Sensor,Guidance Assembly,Cell E,Urgent,Inspection,2026-05-13,2026-05-21,2026-05-23,2,True,0,False,False,0,2,81.4,94.5,1621.4
WO-0322,Falcon Shield,Guidance Assembly,Cell C,High,In Progress,2026-04-10,2026-05-07,2026-05-14,7,True,0,True,False,0,3,92.6,84.1,1467.52
WO-0323,Viper Ground,Comms Enclosure,Cell B,Medium,In Progress,2026-04-12,2026-05-05,2026-04-29,0,False,14,False,False,3,1,91.5,73.4,23354.03
WO-0324,Orion Sensor,Guidance Assembly,Cell B,Urgent,Inspection,2026-05-11,2026-05-22,2026-05-22,0,True,0,True,True,6,2,93.2,87.5,2962.52
WO-0325,Horizon ISR,Sensor Housing,Cell A,High,In Progress,2026-05-24,2026-06-13,2026-06-07,0,True,0,False,False,1,0,61.4,80.3,201.82
WO-0326,Atlas Comms,Sensor Housing,Cell D,Medium,Material Hold,2026-05-02,2026-06-04,2026-06-07,3,False,7,False,False,3,0,90.6,81.7,9566.7
WO-0327,Horizon ISR,Flight Control Subassembly,Cell E,High,In Progress,2026-05-12,2026-05-20,2026-05-16,0,True,0,False,False,0,0,90.7,77.9,0.0
WO-0328,Falcon Shield,Power Module,Cell D,High,In Progress,2026-04-25,2026-05-24,2026-05-27,3,True,0,False,False,0,0,87.7,67.4,0.0
